numeroFrases;emocion;frase;idAudio
723;Neutral;hola buenas tardes si con quien tengo el gusto de hablar con Alejandro Alejandro buenas tardes no se si recuerde que hace mas o menos como unos 40 minutos me comunique con usted Andres para un tema de adquirir un plan hogar con nosotros ya me acorde si no no pero ya hable con mi mujer y mi mujer me dijo que no que vamos a adquirir otro servicio diferente gracias no pero Alejandro permítame porque nosotros le tenemos muy buenas promociones con claro no mi hermano usted sabe que yo le hago mas caso a mi mujer que a cualquier otra eso es un peligro no gracias viejo pero don Alejandro pues déjeme explicarle mas o menos como que promociones tengo para respéteme ok don Alejandro pero permítame porque usted me ha dicho que si va a adquirir el producto con nosotros y ahora me esta diciendo que no lo va a adquirir pero que mas puedo hacer hermano yo tengo que hacerle caso a mi mujer señor Alejandro pero usted no me ha permitido tampoco decirle que promociones nosotros podemos tener no no no gracias gracias ya no ya no muchas gracias;24
724;Neutral;Aló, muy buenas tardes, aló con el señor Rafael;25
725;Neutral;Hola, buenas tardes, ¿con quién hablo? Buenas tardes, don Rafael, habla con Camilo del área de soporte de Claro Móvil;25
726;Neutral;¿Cómo se encuentra el día de hoy? Bien, sí señor, gracias, cuénteme;25
727;Enojado;Sí, don Rafael, el motivo de mi llamada es porque hace unos días recibimos una queja de que usted estaba teniendo problemas con su servicio móvil;25
728;Neutral;¿Estoy en correcto? Sí señor, eso fue hace más o menos como unos dos días atrás, pero me comuniqué con el área de soporte de ustedes y ya me colaboraron;25
729;Feliz;Ok, don Rafael, ¿usted me confirmó así todo en el momento en el que llamó o se comunicó con nosotros y uno de nuestros técnicos lo apoyó? ¿Todo salió de manera satisfactoria? Sí señor, todo salió súper bien;25
730;Feliz;Ah, listo, don Rafael, ese era todo el motivo de mi llamada;25
731;Feliz;Muchas gracias, hasta luego;25
732;Neutral;Hasta luego;25
733;Neutral;Aló, muy buenas tardes;26
734;Feliz;Hola, buenas tardes;26
735;Neutral;¿Con quién tengo el gusto de hablar? Mira, hablas con Rafael;26
736;Neutral;Hola, don Rafael, bienvenido al área de ventas de Claro;26
737;Neutral;¿Cómo te puedo ayudar el día de hoy? Sí, mira, justamente me he comunicado con ustedes porque hace poco estuve interesado por unas promociones para adquirir un plan con ustedes, entonces quería comunicarme para ver si podrías darme un poco de información;26
738;Neutral;Claro que sí, don Rafael, el plan que ustedes adquirir es plan hogar o plan móvil? Plan móvil;26
739;Neutral;Ok, don Rafael, ¿actualmente usted cuánto paga por el plan con su operador actual? Actualmente estoy pagando 35 mil pesos;26
740;Neutral;Ok, ¿y internet ilimitado? Sí, señor;26
741;Neutral;Ok, don Rafael, por ser mes de prima, la familia Claro tiene una promoción especial para usted que es por 55 mil pesos;26
742;Neutral;Le ofrecemos internet ilimitado para Facebook, WhatsApp, Instagram y Twitter;26
743;Neutral;Minutos ilimitados tanto nacionales como internacionales y guardar mensajes de texto;26
744;Neutral;Y para navegación externa le ofrecemos 120 gigas de navegación;26
745;Neutral;No sé si está interesado en ese plan;26
746;Feliz;Sí, sí, suena súper, la verdad;26
747;Neutral;Únicamente tengo una duda;26
748;Neutral;Dígame;26
749;Neutral;¿Sigo manejando mi misma línea? Ah, sí, claro;26
750;Neutral;Nosotros acá le ayudamos con la portabilidad;26
751;Neutral;La portabilidad tiene un costo de 3 mil pesos adicionales aparte de los 55 mil pesos del plan y ya quedaría usted con el mismo número telefónico;26
752;Neutral;¿Listo? Listo, sí, sí, dale, me parece;26
753;Neutral;Don Rafael, por favor, ¿me regalas un número de cédula? Claro, es 1023;26
754;Neutral;1023-790-269;26
755;Neutral;Listo, Don Rafael, por favor, ¿me facilita un correo electrónico? Colombia2023-hotmail;26
756;Neutral;com Ok, Don Rafael, entonces, le confirmo;26
757;Neutral;Colombia2023-hotmail;26
758;Neutral;com, ¿sí? Sí, señor;26
759;Neutral;Listo, a ese correo empezaron a llegar las facturas electrónicas;26
760;Neutral;Le recuerdo que la fecha de corte son todos los 9 de cada mes y después del corte usted tiene 5 días hábiles para realizar el pago;26
761;Neutral;¿Sí? Sí, señor;26
762;Neutral;¿Sí? Sí, señor;26
763;Neutral;¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? ¿Sí? El primer mes pagará 58 mil pesos, pero ya a partir del segundo mes pagará los 55 mil pesos;26
764;Neutral;¿Listo, Don Rafael? Listo, no hay problema;26
765;Neutral;Listo, Don Rafael, ¿le puedo ayudar en algo más? No, no, señor, eso sería todo;26
766;Feliz;Listo, Don Rafael, que tenga una muy buena tarde;26
767;Neutral;Hasta luego;26
768;Neutral;Hasta luego loca;26
769;Neutral;Muy buenas tardes, hablo con el señor Rafael;27
770;Feliz;Hola, buenas tardes, sí, con él hablas, ¿con quién hablo? Hola, señor Rafael, habla con Cristian, ¿cómo se encuentra el día de hoy? Súper bien, Cristian, muchas gracias por preguntar;27
771;Feliz;Listo, don Rafael, lo que pasa es que me comunicó acá del Departamento de Fidelización de parte de Claro y estamos muy felices de decirle que el día de hoy, por su gran cumplimiento en los pagos oportunos de su plan, tanto móvil como hogar, tenemos una promoción para usted el día de hoy;27
772;Neutral;¿Está interesado en escuchar? Sí, dale, ¿por qué no? Listo, don Rafael, veo que actualmente usted por 42 mil pesos está pagando un plan móvil de 60 gigas, ¿es correcto? Sí, señor;27
773;Enojado;Ok, don Rafael, por ser cliente VIP, el día de hoy, claro, tiene para usted una promoción que es por los mismos 42 mil pesos, se le va a duplicar las gigas;27
774;Enojado;Estas gigas siguen, o sea, cuando usted ingrese a Facebook, Twitter, WhatsApp e Instagram, no le sigue consumiendo datos;27
775;Neutral;No sé, don Rafael, si está interesado en tomar esta promoción;27
776;Neutral;¿Tiene algún costo adicional el plan o algo? No, señor, Rafael, digamos que de aquí a un año usted va a seguir pagando los mismos 42 mil pesos, pero ahora por el doble de las gigas, no sé si está interesado;27
777;Feliz;Pues, siendo así, me parece una excelente idea;27
778;Neutral;Listo, don Rafael, don Rafael, en estos momentos le va a enviar un código a su número telefónico de seis dígitos, ¿usted me hace el favor y me lo confirma una vez le llegue? Listo, dale, quédate en todo el código;27
779;Neutral;Listo, don Rafael, lo acabé de enviar;27
780;Neutral;¿Cómo es el código? ¿Me lo confirma, por favor? 6-50-7-3-3;27
781;Feliz;Listo, don Rafael, la autenticación fue exitosa;27
782;Neutral;Entonces, a partir del otro mes, ya que este mes ya cerró cuenta, a partir del otro mes empieza a correr esta promoción;27
783;Neutral;Recuerde que es un año exacto con el doble de gigas por el mismo precio;27
784;Neutral;¿Listo, don Rafael? Vale, sí, señor;27
785;Feliz;Listo, don Rafael, que tenga una excelente tarde;27
786;Neutral;Hasta luego;27
787;Neutral;Nada, hasta luego;27
788;Neutral;Muy buenas tardes, hablo con el señor Felipe;28
789;Neutral;Hola, sí, buenas tardes, ¿con quién hablo? Hola, señor Felipe, habla con Juan del área de instalaciones de Claro;28
790;Feliz;¿Cómo se encuentra el día de hoy? Súper bien, gracias por preguntar;28
791;Neutral;Listo, don Felipe, le recuerdo que esta llamada está siendo grabada y monitoreada para efectos de calidad;28
792;Feliz;Don Felipe, motive mi llamada el día de hoy es porque en nuestra base de datos me puedo visualizar que usted adquirió en estos últimos días un plan hogar con nosotros;28
793;Neutral;¿Esto es correcto? Sí, sí, señor;28
794;Neutral;Listo, don Felipe, esta llamada es para confirmarle a usted el día en que uno de nuestros técnicos va a realizar la instalación;28
795;Neutral;Entonces le confirmaré las fechas que tengo disponible para usted y usted me dirá cuál se adecua más a su tiempo;28
796;Neutral;¿Listo? Sí, vale;28
797;Feliz;Listo, don Felipe;28
798;Neutral;Don Felipe, tengo para este sábado de esta misma semana en hora AM, o sea, el técnico estaría llegando entre las 8 a las 12 del mediodía, o tengo el lunes todo el día disponible;28
799;Neutral;¿Qué día le sirve más a usted? Entre esas dos opciones prefiero el sábado, ya que entre semana trabajo y el fin de semana estaría en la casa;28
800;Feliz;Perfecto, don Felipe;28
801;Neutral;Don Felipe, por favor, ¿me confirma los últimos tres dígitos de su cédula? Sí, claro, 083;28
802;Feliz;Perfecto, don Felipe;28
803;Neutral;Don Felipe, por favor, ¿me confirma si usted, la dirección que tenemos acá, está ubicada al sur de la ciudad en la carrera décima número 30-20? Sí, sí, señor, esa es la dirección;28
804;Neutral;¿Es casa o apartamento, don Felipe? Es casa;28
805;Feliz;Perfecto, don Felipe;28
806;Neutral;¿Alguna referencia o es fácil de que el técnico se ubique? No, es un conjunto de rejas blancas, no hay pierde;28
807;Feliz;Listo, don Felipe;28
808;Neutral;Entonces, así quedamos;28
809;Neutral;Entonces, le confirmo que el técnico se estará acercando el día sábado en las horas de la mañana y ese estará comunicando con usted a medida que vaya llegando a su hogar;28
810;Neutral;¿Perfecto? Vale, sí, señor;28
811;Feliz;Listo, don Felipe;28
812;Feliz;Muchas gracias y bienvenido a la familia, claro;28
813;Neutral;Hasta luego;28
814;Neutral;Vale, hasta luego;28
815;Neutral;Aló, buenas tardes, hablo con el señor Carlos;29
816;Neutral;Hola, sí, buenas tardes, ¿con quién tengo el gusto? Hola, señor Carlos, habla con Antonio de parte de esta asignación de Claro, ¿cómo se encuentra el día de hoy? Muy bien, Antonio, cuéntame cómo te puedo ayudar;29
817;Neutral;Sí, don Carlos, lo que pasa es que reporta aquí en la base de datos que usted últimamente ha adquirido tanto servicio móvil como servicio de hogar con nosotros, ¿es correcto? Sí, sí, señor, justamente fue esta semana;29
818;Feliz;Ok, perfecto, don Carlos;29
819;Neutral;Don Carlos, mi llamada es para verificar que la instalación del producto hogar se instaló en las fechas y día que usted acordó con el asesor, ¿me confirma si esto es correcto? Sí, señor, ellos vinieron, estuvieron por acá en mi casa el día sábado;29
820;Neutral;Ok, don Carlos, don Carlos, ¿usted calificaría el servicio de los técnicos de 1 a 10 siendo 1 pésimo y 10 mejor? ¿Cuál sería la calificación que les da? La verdad, un 10, sin duda;29
821;Feliz;Perfecto, don Carlos;29
822;Neutral;Y como última pregunta, don Carlos;29
823;Feliz;Don Carlos, ¿cómo le ha ido con el plan de telefonía móvil? ¿Ha tenido algún inconveniente o todo ha estado perfecto y si cumple con lo que se le prometió? No, mira, mira que muy bien;29
824;Feliz;La verdad, no he tenido como problemas al momento de comunicarme con mis familiares o recibir llamadas y pues la verdad ha sido un servicio muy excelente, la verdad;29
825;Feliz;Perfecto, don Carlos;29
826;Feliz;Me alegra, don Carlos;29
827;Neutral;No sé si tenga algún comentario, queja o felicitación para la familia, claro, que quiera dejar el día de hoy o eso sería todo por esta llamada;29
828;Neutral;No, no, la verdad no;29
829;Neutral;Antes es un;29
830;Feliz;Un modo de agradecimiento porque creo que han cumplido con las expectativas y pues nada, pues acá estoy disfrutando;29
831;Feliz;Perfecto, don Carlos;29
832;Feliz;Don Carlos, que tenga un resto de tarde excelente;29
833;Feliz;Muchas gracias por pertenecer a la familia, claro, y por preferirnos;29
834;Neutral;Hasta luego;29
835;Feliz;Vale, vale;29
836;Neutral;Hasta luego;29
837;Neutral;3 Hola, buenas tardes, ¿con quién hablo? Hola, buenas tardes, habla con Oscar ¿Con quién tengo el gusto de hablar? Hola Oscar, mira, hablas con Juan, la verdad no sé si de pronto marqué las opciones que eran incorrectas en el menú, pero no sé si de pronto tú me puedas colaborar con un tema que me sa;30
838;Enojado;bueno, me sacó de aquí;30
839;Enojado;¿Quién necesita? Mira, lo que pasa es que yo esta semana había gestionado y había cuadrado con un técnico bueno, un técnico que ustedes mismos asignaron para la instalación de Claro Hogar en mi casa, pero se había acordado de que iba a llegar el día de hoy a las 8 de la mañana pero pues mira, son las 7 de la noche y pues no he recibido respuesta, no sé qué pasó;30
840;Neutral;Ok, ok, don Juan, ¿usted se comunicó en horas de la mañana para averiguar eso o hasta ahora se comunica con nosotros? No, hasta ahora me comuniqué, la verdad;30
841;Enojado;Ok, don Juan Don Juan, ¿y usted en algún momento el técnico se comunicó con usted? No, o sea, te estoy diciendo, o sea, es la hora y no he recibido respuesta;30
842;Enojado;Ay, qué marica lo bien que no vayan a instalar esto Ok, don Juan, don Juan, pues digamos que acá yo no lo puedo ayudar porque nosotros no somos el área encargada, entonces si quiere lo transfiero ¿sí? Perdón, o sea, espérame es que la verdad quiero deshacerme de este tema, es algo que me tiene fastidiado;30
843;Neutral;Sí, don Juan, pero como le digo nosotros en esta área no lo ayudamos, entonces realmente pues de mis manos no se sale lo que yo pueda hacer es pasarlo al área encargada ¿listo? No, pero igual, es que ustedes como asesores deben saber cuál es el proceso;30
844;Enojado;No, espérame, o sea me parece una falta de respeto que yo quiera adquirir un producto y no se ha instalado el día de mi casa;30
845;Neutral;Ok, don Juan yo lo entiendo la molestia y todo, pero también entiéndame que yo desde este puesto y desde esta área no puedo hacer más que escalarlo al área encargada entonces realmente si usted gusta lo lo transfiero o si gusta anotar las opciones que debe marcar, ya que como ve, no es lógico las opciones que usted ha marcado Bueno, mejor prefiero hablar con otro asesor porque;30
846;Neutral;Listo, hasta luego hasta luego;30
847;Neutral;Aló, muy buenas tardes, hablo con el señor Armando;31
848;Feliz;Hola, buenas tardes, sí, sí señor;31
849;Neutral;Buenas tardes, don Armando, habla con Camilo de la área de confirmación de compra de Claro;31
850;Neutral;¿Cómo se encuentra el día de hoy? Bien, Camilo, cuéntame;31
851;Neutral;Sí, lo que pasa es que acá veo que usted está intentando adquirir unos productos con nosotros, lo cual es un celular y una línea telefónica con nosotros, ¿es correcto? Sí, sí, sí;31
852;Neutral;Ok, don Armando, don Armando, para seguir con la compra de estos productos es necesario que yo verifique unos datos de su parte, ¿perfecto? ¿Que verifique qué, perdón? Que verifique unos datos suyos, ¿está de acuerdo y tiene el tiempo para ahorita realizarlo? Ah, sí, sí, sí, así dale;31
853;Enojado;Ok, don Armando, por favor, ¿me regalaba su número de cédula? ¿Mi número de qué, perdón? Ay, qué fastidio este viejito;31
854;Neutral;Don Armando, el número de cédula;31
855;Enojado;Qué pena con usted, pero me puede hablar un poquito más duro, es que casi no escucho;31
856;Enojado;Qué maricada;31
857;Neutral;El número;31
858;Neutral;El número de cédula, don Armando;31
859;Neutral;¿Mi cédula? Sí, señor, la cédula;31
860;Neutral;Ah, sí, sí, claro, es 467-24566;31
861;Neutral;Se la confirmo, 467-24566;31
862;Feliz;Sí, sí, señor, esa es;31
863;Neutral;Ok, don Armando, ¿usted en qué ciudad vive? Actualmente me encuentro en Bogotá;31
864;Neutral;Ok, don Armando, don Armando, ¿usted en qué barrio vive? ¿En dónde qué, perdón? ¿En dónde, perdón? Que, don Armando, ¿usted en qué barrio vive actualmente? Se llama Kennedy, pero acá se le dice Quintas 3;31
865;Feliz;Ok, don Armando, perfecto;31
866;Enojado;Entonces, don Armando, para finalizar, ¿usted me puede confirmar cuál es el celular que usted desea adquirir con nosotros? Perdón, es que no lo escucho bien, se le escucha como entrecortado, qué pena;31
867;Neutral;Don Armando, intenta ubicarse mejor porque yo siento que la señal de esta parte está bien;31
868;Neutral;Es que creo que es mi casa;31
869;Enojado;Qué marica es;31
870;Neutral;Ok, don Armando, ¿usted me puede confirmar qué celular es el que está intentando comprar? Es un Samsung A13;31
871;Neutral;Ok, don Armando;31
872;Neutral;Listo, don Armando, eso sería todo por el momento;31
873;Feliz;Espero tenga un resto de tarde;31
874;Neutral;Hasta luego;31
875;Neutral;Vale, hasta luego;31
876;Neutral;Aló, muy buenas tardes, me comunico con el señor Iván;32
877;Neutral;Hola, sí, buenas tardes, ¿con quién tengo el gusto? Buenas tardes, don Iván, don Iván, no sé si recuerde que habló con Jorge hace más o menos como unas dos horas y usted me dijo que me comunicara con usted para adquirir nuestros productos;32
878;Enojado;Ah, sí, papá, pero pues mira la hora, o sea, ya han pasado dos horas y pues la verdad no me encuentro interesado;32
879;Neutral;Uy, pero don Iván, lo que pasa es que sí, pues de pronto una disculpa, pero usted sabe que igual a veces a uno le sale de la mano ser tan puntual, entonces pues realmente yo quiero ofrecerle las promociones para que usted adquiera los productos con nosotros;32
880;Enojado;No, es que, o sea, en verdad no me encuentro interesado porque primero viste que me llamaba hace media hora y yo la verdad no tengo tiempo para estar dedicando tiempo a cosas que la verdad no me suman;32
881;Enojado;Ah, pero le mando fastidiosos al hijo de puta;32
882;Neutral;¿Cómo? Ok;32
883;Neutral;¿Verdad? No, don Iván, lo que pasa es que usted ya me había dicho que usted iba a adquirir el producto con nosotros, entonces realmente sí entiendo el tema de la hora, pero créame que pues acá no es el único cliente al que tenemos que llamar, entonces por eso le pido que me escuche las promociones que tengo para usted;32
884;Enojado;Vale, pero es que no veo la necesidad, si ya las escuché en su momento, cuál es la necesidad de volver a repetirlas, o sea, de verdad no me encuentro interesado;32
885;Neutral;Pero don Iván, realmente son muy buenas promociones para usted, ¿seguro que no está interesado? No, o sea, la verdad;32
886;Neutral;¿La verdad no quiero?;32
887;Neutral;Hola, buenos días, mira, hablas con Mateo Sí, Mateo, ¿cómo está? Habla con Nicolás, ¿qué desea? Hola Nico, mira, la verdad necesito tu apoyo con un tema y es que tengo bastante interés por uno de los planes de Claro Hogar que ustedes están ofreciendo para estas fechas y pues la verdad quisiera que tuvieras un poco de información, no sé si me puedas colaborar con eso Pues sí, pues nada Mateo, realmente el plan, no sé, pues usted ya actualmente cuenta con algún plan de otro operador en su casa? Sí, pero pues estoy interesado en el beneficio que ustedes están ofreciendo, entonces pues no sé qué información me puede dar Y don Mateo, ¿cuánto actualmente pagan? Actualmente estoy pagando;33
888;Enojado;Qué pena, pero creo que escuché mal ¿o qué dijiste? Nada, don Mateo, ¿cuánto actualmente está pagando? 150 150 ¿Qué? No, ¿qué, don Mateo? Pues no, don Mateo, ahí tenemos un plan que le incluye 100 megas de internet, 120 megas de internet, perdón incluye 90 canales en HD y pues telefonía limitada no sé si le interese, ¿sí o no? Sí, qué pena, de pronto yo me distraigo, me saco un poquito el tema, pero te siento algo inconforme, no sé es impresionante;33
889;Neutral;Ah, marica, pero quiere que uno le lamba No, Mateo, realmente no, no, pero pues, o sea, le estoy diciendo la información que usted me está pidiendo, ¿le funciona este plan, sí o no? Sí, o sea, sí, únicamente tengo es por eso Ah, ok, don Mateo, listo, entonces ya lo mando al área que le va a validar los datos para realizar la instalación del producto, ¿ok? Listo, muchas gracias por tu tiempo Vale, hasta luego, chao, chao, chao;33
890;Feliz;Hola, buenas tardes;34
891;Neutral;Mira, la verdad no sé si marqué las opciones que eran, pero básicamente estoy buscando un asesor o lo que sea que haya por ahí que me colabore para cancelar mi plan;34
892;Feliz;Ok, buenas tardes;34
893;Neutral;¿Con quién tengo el gusto de hablar? Con Kevin;34
894;Feliz;Ok, Kevin, mucho gusto;34
895;Neutral;Habla Brian;34
896;Enojado;¿Y por qué quieren cancelar el plan? Papi, definitivamente es un plan que no me tiene conforme, no estoy a gusto;34
897;Enojado;Cada vez que me llega el cobro, las facturas siempre me están sumando más plata y la verdad la señal es muy mala donde sea que esté;34
898;Enojado;O sea, simplemente es una mierda y con todo respeto, pero quiero cancelar;34
899;Enojado;No, pero el man quiere todo perfecto, hijo de puta;34
900;Enojado;Papi, ¿pero qué hago si ustedes ofrecen un servicio de mierda? Sí, don Kevin, pero realmente no tiene que ser grosero porque realmente acá estamos para intentar solucionar todo;34
901;Enojado;Y si usted es grosero, pues créame;34
902;Enojado;Yo también, entonces me pongo en una modalidad medio indispuesto;34
903;Neutral;Bueno, eso da menos de tres tiras;34
904;Enojado;O sea, simplemente quiero que usted me ayude a cancelar mi plan;34
905;Neutral;Es eso, ya;34
906;Neutral;Ok, pues nada, don Kevin, pues si usted gusta y quiere cancelar el plan, solo confirme por favor su número de cédula;34
907;Neutral;100-780-839;34
908;Neutral;Ok, permítame un momento;34
909;Neutral;Dale, pues;34
910;Feliz;Listo, don Kevin;34
911;Neutral;Don Kevin, acá sale que usted tiene un pago pendiente ya que el mes;34
912;Neutral;Pues ya cerró;34
913;Neutral;Sí, señor;34
914;Neutral;Lo que pasa es que usted recuerde que la factura se paga en el mes vencido;34
915;Neutral;Entonces, una vez usted realice el pago por los 33 mil pesos, que es lo que vale su plan, el plan ya queda automáticamente cancelado, ¿listo? No, pero, o sea, ¿cómo así? O sea, me pongo al día, dejo de estar en Mora y usted me dice que debo plata;34
916;Enojado;O sea, esto la verdad es absurdo;34
917;Neutral;Pues, don Kevin, aquí eso es lo que me refleja el sistema;34
918;Neutral;Realmente, si el sistema lo refleja es porque usted dé plata;34
919;Feliz;Entonces, pues, si usted quiere que todo salga perfecto;34
920;Feliz;Perfecto como lo desea;34
921;Neutral;Entonces, por favor, cancele los 33 mil pesos;34
922;Neutral;Ay, María, pero para cobrar sí son buenos ustedes, ¿no? Pues, don Kevin, realmente ahí sí ya no es tanto el tema conmigo, sino realmente directamente con la empresa;34
923;Neutral;Entonces, no sé si quedó clara la información;34
924;Neutral;Ya sabe los canales de pago, ¿listo? Bueno, sí, sí;34
925;Enojado;Yo simplemente quiero hacer la cancelación de esta mierda;34
926;Neutral;Bueno, hasta luego;34
927;Neutral;Vale;34
928;Enojado;Ah, qué maricada;34
929;Neutral;Buenos días, gracias por comunicarse con el servicio de cancelaciones de Claro;35
930;Neutral;Mi nombre es Mariana, ¿con quién tengo el gusto de hablar y en qué puedo ayudarle hoy? Hola Mariana, hablas con Valentina;35
931;Enojado;El motivo de esta llamada es para cancelar mi servicio de televisión que tengo con ustedes, porque no lo estoy utilizando más y pues tampoco tengo la plata para seguirlo pagando, entonces a ver si tú me puedes ayudar por favor;35
932;Neutral;Claro que sí señora Valentina, recuerde que esta llamada está siendo grabada para efectos de calidad;35
933;Neutral;Vamos a empezar con una validación de datos;35
934;Neutral;¿Podría darme nombre completo y número de cuenta por favor? Sí, el nombre completo es Valentina Piedraíta, el número de cuenta es 040622;35
935;Neutral;Ok, vamos a validar sus datos;35
936;Enojado;Un segundo en línea por favor;35
937;Feliz;Claro que sí, no hay problema;35
938;Feliz;Hemos validado sus datos y están correctos;35
939;Neutral;Antes de proceder, ¿podría decirme cuál es la razón principal de la cancelación? Nos ayuda a entender mejor las necesidades de nuestros usuarios;35
940;Enojado;Sí, básicamente como te decía antes, la verdad es que ya no lo estoy utilizando y tampoco en este momento me encuentro trabajando, entonces por ese motivo no tengo el dinero para seguir con ustedes;35
941;Neutral;Entiendo;35
942;Neutral;Voy a proceder con la cancelación y verificaré si hay algún cargo pendiente o algún detalle adicional que necesite atender;35
943;Neutral;¿Puede esperar un momento mientras reviso su cuenta? Sí, claro, no hay problema, yo espero en la llamada;35
944;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro;36
945;Neutral;Mi nombre es Carlos, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy;36
946;Neutral;Gracias, ¿hablas con Sofía? El motivo de esta llamada es para ver si me puedes ayudar por favor a cancelar mi servicio de internet y telefonía que tengo con ustedes, por favor;36
947;Neutral;Claro que sí señora Sofía, recuerde que esta llamada está siendo grabada para efectos de calidad;36
948;Neutral;Vamos a empezar con una validación de datos;36
949;Neutral;¿Podría darme nombre completo y número de cuenta por favor? Sí, el número, perdón, mi nombre completo es Sofía Correa, el número de cuenta es 040622;36
950;Neutral;Ok, vamos a validar sus datos;36
951;Enojado;Un segundo en línea por favor;36
952;Feliz;He validado sus datos y están correctos;36
953;Neutral;Voy a proceder con la cancelación y verificaré si hay algún cargo pendiente;36
954;Neutral;O algún detalle adicional que necesite atender;36
955;Neutral;¿Puede esperar un momento mientras reviso su cuenta? Sí, claro, no hay problema, yo espero en la llamada;36
956;Feliz;Gracias por su paciencia, Sofía;36
957;Enojado;He cancelado la suscripción y confirmo que no hay cargos adicionales;36
958;Neutral;¿Hay algo más en lo que pueda asistirle hoy? No, la verdad no, por el momento no, solo quiero cancelar la suscripción y ya;36
959;Neutral;Vamos entonces a proceder con el motivo de la cancelación;36
960;Neutral;Para esto la cancelación será efectiva después de finalizar el mes;36
961;Feliz;Eso sería todo, que esté muy bien y feliz día;36
962;Feliz;Gracias, muchísimas gracias por tu ayuda, que estés muy bien, hasta luego;36
963;Neutral;Buenos días, gracias por comunicarse con el servicio de cancelaciones de CLAR;37
964;Neutral;Mi nombre es Javier, con quien tengo el gusto de hablar y en qué puedo ayudarle hoy;37
965;Neutral;Hola Javier, hablas con María;37
966;Neutral;Cierra;37
967;Enojado;¿Podrías por favor ayudarme a cancelar el servicio de mi celular que tengo con ustedes de los datos? Es que ya no lo voy a seguir utilizando;37
968;Neutral;Entiendo señora María;37
969;Neutral;Recuerde que esta llamada está siendo grabada para efectos de calidad;37
970;Enojado;Es una pena que quiera cancelar el servicio con nosotros, pero entendemos sus motivos;37
971;Neutral;Voy a empezar con el trámite;37
972;Neutral;Sí, vale;37
973;Feliz;Muchísimas gracias;37
974;Feliz;Gracias por su paciencia, María;37
975;Enojado;He cancelado la suscripción y ya no tiene ningún pendiente con nosotros;37
976;Feliz;Que esté muy bien;37
977;Neutral;Hasta luego;37
978;Feliz;Ah, vale;37
979;Neutral;Perfecto;37
980;Feliz;Muchísimas gracias;37
981;Feliz;Gracias, que estés muy bien;37
982;Neutral;Hasta luego;37
983;Feliz;Hola, buenos días;38
984;Neutral;Gracias por comunicarse con el servicio de cancelaciones de Claro;38
985;Neutral;Mi nombre es Mónica, con quien tengo el gusto de hablar y en qué le puedo ayudar hoy;38
986;Feliz;Gracias, Mónica;38
987;Neutral;Hablas con Mariana;38
988;Enojado;Lo que pasa es que necesito cancelar el servicio con ustedes porque la verdad la señal es muy mala donde vivo y en este momento no puedo seguir teniendo ese servicio;38
989;Neutral;Entonces, para ver si me ayudas, por favor;38
990;Neutral;Vale, señora Mariana;38
991;Neutral;Entendemos los motivos;38
992;Neutral;Entonces, déjeme entonces, voy a validar, por favor, ¿me puede dictar su número de cuenta para validar la información? Sí, el número de cuenta es 22104;38
993;Neutral;Ok, perfecto;38
994;Neutral;Entonces déjeme, voy a validar sus datos y en un momento vuelvo con usted;38
995;Neutral;Listo, señora Mariana;38
996;Neutral;He encontrado el número de cuenta, entonces voy a proceder con la cancelación del servicio;38
997;Neutral;En este momento usted tiene un pago pendiente por 200 mil pesos;38
998;Neutral;La idea es que usted apenas;38
999;Neutral;Realice el pago, la cancelación será efectiva;38
1000;Neutral;Entonces, regáleme unos minutos, por favor, para cancelar el contrato en este momento;38
1001;Neutral;Listo, señora Mariana;38
1002;Neutral;Entonces ya quedó cancelado;38
1003;Neutral;A partir del primero de agosto usted ya no va a tener más el servicio;38
1004;Feliz;Entonces, muchísimas gracias por su paciencia y discúlpenos por las demoras en el servicio;38
1005;Neutral;Hola, gracias por comunicarse con el servicio de cancelaciones de Claro;39
1006;Neutral;Mi nombre es Antonia, ¿con quién tengo el gusto de hablar y en qué puedo ayudarle hoy? Hola Antonia, hablas con Aura Lemos;39
1007;Enojado;El motivo de esta llamada es para ver si me puedes ayudar por favor a cancelar mi cuenta porque los canales están supremamente malos, a veces la señal no coge, se le va el audio, algunos canales se les borra un poco la imagen, entonces pues la verdad estoy muy aburrida con ello y quiero cancelar por favor ese servicio inmediatamente;39
1008;Enojado;Señora Aura, es una lástima que quiera cancelar el servicio;39
1009;Neutral;Empezaré la cancelación de su servicio para que quede efectuado el día de hoy;39
1010;Neutral;Mientras tanto, ¿hay algo que necesite? Ay sí, por favor, muchísimas gracias;39
1011;Enojado;No, eso sería todo;39
1012;Neutral;Quiero que eso quede cancelado lo más rápido posible, por favor;39
1013;Feliz;Gracias por su paciencia, Aura;39
1014;Neutral;En este momento su cuenta ha sido cancelada, verá reflejado los cambios al colgar esta llamada;39
